best_match_score,__id_left,__id_right,Event_left,Name_left,Age,Weight Class_left,Last Weight-In,Height_left,Reach_left,Born,Current Streak,UFC Competition,First Fight,Last Fight,Fight out of,Wins,Loss,Draws,No Contest,Concat_left,Event_right,Event Date,Event Location,Weight Class_right,Name_right,Height_right,Weight,Reach_right,STANCE,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg,TD Acc,TD Def,Sub. Avg.,Win s,Los s,Concat_right
0.6678950943248753,81_left,84_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Marvin Vettori,25,Middleweight,186.0 lbs,"6'0"" (183cm)","74.0"" (188cm)","Mezzocorona, Italy",1 Loss,6,2011-02-12,"April 14, 2018","Mezzocorona, Italy",13,6,1,0,UFC on ESPN+ 13: De Randamie vs. Ladd Marvin Vettori,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Middleweight,Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",3.41,39%,2.96,64%,1.63,43%,73%,0.9,12,4,UFC Fight Night: De Randamie vs. Ladd Marvin Vettori
0.6519910525008865,82_left,90_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Sara McMann,38,Bantamweight,135.5 lbs,"5'6"" (168cm)","66.0"" (168cm)","Takoma Park, Maryland, United States",2 Losses,11,2010-06-11,"February 24, 2018","Gaffney, South Carolina",13,5,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Sara McMann,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Bantamweight,Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.37,44%,2.06,47%,4.67,64%,66%,0.5,11,5,UFC Fight Night: De Randamie vs. Ladd Sara McMann
0.5526323644337422,83_left,91_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Nicco Montaño,30,Flyweight,124.5 lbs,"5'5"" (165cm)","65.0"" (165cm)",United States,4 Wins,2,2013-06-15,"December 01, 2017","Durango, Colorado",9,2,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Nicco Montaño,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Bantamweight,Nicco Montano,"5' 5""",125 lbs.,"65""",Southpaw,"Dec 16, 1988",7.44,40%,5.28,67%,1.8,50%,77%,0.6,5,2,UFC Fight Night: De Randamie vs. Ladd Nicco Montano
0.7736582509166144,84_left,78_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Josh Emmett,34,Featherweight,145.8 lbs,"5'7"" (170cm)","70.0"" (178cm)",United States,1 Win,8,2011-07-30,"March 30, 2019","Sacramento, California",15,2,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Josh Emmett,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Featherweight,Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985",3.5,36%,3.32,66%,1.58,45%,50%,0.2,14,2,UFC Fight Night: De Randamie vs. Ladd Josh Emmett
0.6678950943248753,85_left,79_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Mirsad Bektic,28,Featherweight,146.0 lbs,"5'8"" (173cm)","70.0"" (178cm)",Bosnia,2 Wins,8,2009-02-28,"June 09, 2018","Coconut Creek, Florida",22,1,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Mirsad Bektic,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Featherweight,Mirsad Bektic,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.92,46%,1.42,62%,3.59,53%,100%,0.4,13,1,UFC Fight Night: De Randamie vs. Ladd Mirsad Bektic
0.5275707800576684,86_left,88_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Andre Givens Fili,28,Featherweight,145.5 lbs,"5'11"" (180cm)","74.0"" (188cm)","Federal Way, Washington, United States",1 Win,13,2009-12-12,"February 17, 2019","Sacramento, California",19,6,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Andre Givens Fili,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Featherweight,Andre Fili,"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",4.03,37%,3.87,53%,2.5,46%,69%,0.2,19,6,UFC Fight Night: De Randamie vs. Ladd Andre Fili
0.5425980312449428,87_left,89_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Sheymon da Silva Moraes,28,Featherweight,145.0 lbs,"5'8"" (173cm)","72.0"" (183cm)","Rio de Janeiro, Brazil",1 Loss,5,2012-03-17,"March 30, 2019","Los Angeles, California",11,3,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Sheymon da Silva Moraes,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Featherweight,Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",2.97,41%,3.51,63%,0.0,0%,53%,0.0,11,3,UFC Fight Night: De Randamie vs. Ladd Sheymon Moraes
0.3466822263299936,88_left,96_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Livia Renata Souza,28,Strawweight,115.5 lbs,"5'5"" (165cm)","63.0"" (160cm)","Araraquara, Sao Paulo, Brazil",4 Wins,3,2013-03-09,"February 02, 2019","Araraquara, Sao Paulo, Brazil",13,1,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Livia Renata Souza,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Strawweight,Livinha Souza,"5' 5""",115 lbs.,"63""",Orthodox,"Mar 11, 1991",2.02,39%,2.2,63%,4.59,45%,0%,3.7,13,1,UFC Fight Night: De Randamie vs. Ladd Livinha Souza
0.7430204914608108,89_left,97_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Brianna Van Buren,25,Strawweight,115.8 lbs,"5'0"" (152cm)","62.0"" (157cm)",United States,5 Wins,1,2010-02-26,"May 03, 2019","Gilroy, California",12,2,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Brianna Van Buren,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Strawweight,Brianna Van Buren,"4' 11""",115 lbs.,--,,"Aug 04, 1993",0.0,0%,0.0,0%,0.0,0%,0%,0.0,8,2,UFC Fight Night: De Randamie vs. Ladd Brianna Van Buren
0.6578607611360759,90_left,92_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Darren Elkins,35,Featherweight,145.0 lbs,"5'10"" (178cm)","71.0"" (180cm)","Hobart, Indiana, United States",2 Losses,21,2007-01-24,"November 17, 2018","Portage, Indiana",25,7,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Darren Elkins,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Featherweight,Darren Elkins,"5' 10""",145 lbs.,"71""",Orthodox,"May 16, 1984",3.36,37%,2.83,53%,2.68,35%,57%,1.3,25,7,UFC Fight Night: De Randamie vs. Ladd Darren Elkins
0.5295038449569246,91_left,93_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Ryan Christopher Hall,34,Lightweight,154.0 lbs,"5'10"" (178cm)","71.0"" (180cm)","Arlington, Virginia, United States",3 Wins,4,2006-04-29,"December 29, 2018","Falls Church, Virginia, United States",7,1,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Ryan Christopher Hall,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Featherweight,Ryan Hall,"5' 10""",155 lbs.,"71""",,"Feb 22, 1985",2.29,43%,0.52,72%,0.46,20%,0%,0.9,7,1,UFC Fight Night: De Randamie vs. Ladd Ryan Hall
0.6678950943248753,92_left,98_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Benito Lopez,25,Bantamweight,135.5 lbs,"5'11"" (180cm)","73.0"" (185cm)","Oroville, California",1 Loss,3,2012-04-14,"February 17, 2019","Oroville, California",16,1,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Benito Lopez,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Bantamweight,Benito Lopez,"5' 10""",135 lbs.,"73""",Switch,"Apr 06, 1994",4.89,45%,5.04,59%,0.0,0%,78%,0.5,9,1,UFC Fight Night: De Randamie vs. Ladd Benito Lopez
0.5420632713555373,93_left,99_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Martin Day,30,Bantamweight,136.0 lbs,"5'10"" (178cm)","70.0"" (178cm)","Nagoya, Japan",1 Loss,2,2014-05-04,"November 24, 2018","Kailua, Honolulu County, Hawaii",12,3,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Martin Day,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Bantamweight,Martin Day,"5' 10""",135 lbs.,"73""",Orthodox,"Nov 10, 1988",5.6,49%,3.2,59%,1.0,66%,85%,1.0,8,3,UFC Fight Night: De Randamie vs. Ladd Martin Day
0.2414538296276599,94_left,86_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Gianpiero Villante,33,Light Heavyweight,206.0 lbs,"6'2"" (188cm)","76.0"" (193cm)","Wantagh, New York, United States",1 Loss,16,2009-02-20,"February 23, 2019","Bellmore, New York",17,11,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Gianpiero Villante,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Light Heavyweight,Gian Villante,"6' 3""",205 lbs.,"76""",Orthodox,"Aug 18, 1985",4.26,42%,5.34,55%,0.53,23%,83%,0.0,17,11,UFC Fight Night: De Randamie vs. Ladd Gian Villante
0.2263780812485362,95_left,87_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Michael Rodriguez,30,Light Heavyweight,203.5 lbs,"6'4"" (193cm)","82.5"" (210cm)","Boston, Massachusetts, United States",1 Win,3,2012-01-28,"December 15, 2018",Massachusetts,14,4,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Michael Rodriguez,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Light Heavyweight,Mike Rodriguez,"6' 4""",205 lbs.,"82""",Southpaw,"Nov 28, 1988",4.05,64%,3.16,28%,0.0,0%,41%,0.0,10,3,UFC Fight Night: De Randamie vs. Ladd Mike Rodriguez
0.647532894391817,96_left,94_right,UFC on ESPN+ 13: De Randamie vs. Ladd,"刘平原, Pingyuan Liu",26,Bantamweight,135.0 lbs,"5'8"" (173cm)","72.0"" (183cm)","Jiaozuo, Henan, China",9 Wins,3,2010-10-30,"November 24, 2018","Henan, China",17,5,0,0,"UFC on ESPN+ 13: De Randamie vs. Ladd 刘平原, Pingyuan Liu",UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Bantamweight,Liu Pingyuan,"5' 6""",135 lbs.,"72""",Orthodox,"Feb 13, 1993",2.9,41%,4.13,46%,0.5,20%,55%,2.0,13,5,UFC Fight Night: De Randamie vs. Ladd Liu Pingyuan
0.7577542090926257,97_left,95_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Jonathan Martinez,25,Bantamweight,136.0 lbs,"5'7"" (170cm)","69.5"" (177cm)",United States,1 Win,3,2012-09-21,"February 09, 2019","Plainview, Texas",16,4,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Jonathan Martinez,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Bantamweight,Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1986",3.93,59%,3.2,43%,1.0,50%,33%,0.0,10,2,UFC Fight Night: De Randamie vs. Ladd Jonathan Martinez
0.6678950943248753,98_left,82_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Karl Roberson,28,Light Heavyweight,203.8 lbs,"6'1"" (185cm)","74.0"" (188cm)",United States,1 Loss,5,2013-04-20,"January 19, 2019","Neptune, New Jersey",10,2,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Karl Roberson,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Middleweight,Karl Roberson,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990",3.11,61%,1.44,71%,1.66,75%,57%,1.1,7,2,UFC Fight Night: De Randamie vs. Ladd Karl Roberson
0.16991622843838533,99_left,75_right,UFC on ESPN+ 13: De Randamie vs. Ladd,Wellington Turman,22,Middleweight,,"6'0"" (183cm)",,"Curitiba, Parana, Brazil",4 Wins,1,2014-05-25,"April 19, 2019","Curitiba, Parana, Brazil",17,2,0,0,UFC on ESPN+ 13: De Randamie vs. Ladd Wellington Turman,UFC Fight Night: De Randamie vs. Ladd,"July 13, 2019","Sacramento, California, USA",Women's Bantamweight,Aspen Ladd,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",5.58,56%,4.89,47%,2.31,80%,66%,1.7,8,0,UFC Fight Night: De Randamie vs. Ladd Aspen Ladd
0.3365944196069344,100_left,100_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Rafael Souza dos Anjos,34,Welterweight,170.4 lbs,"5'8"" (173cm)","70.0"" (178cm)","Rio de Janeiro, Brazil",1 Win,28,2004-09-25,"May 18, 2019","Rio de Janeiro, Brazil",29,11,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Rafael Souza dos Anjos,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Welterweight,Rafael Dos Anjos,"5' 8""",170 lbs.,"70""",Southpaw,"Oct 26, 1984",3.6,45%,3.25,62%,2.02,41%,59%,0.7,29,11,UFC Fight Night: Dos Anjos vs. Edwards Rafael Dos Anjos
0.4518571494980675,101_left,101_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Leon Edwards,27,Welterweight,170.0 lbs,"6'0"" (183cm)","74.0"" (188cm)","Kingston, Jamaica",7 Wins,12,2011-03-19,"March 16, 2019","Birmingham, England",18,3,0,1,UFC on ESPN 4: Dos Anjos vs. Edwards Leon Edwards,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Welterweight,Leon Edwards,"6' 0""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.35,49%,1.86,55%,1.33,31%,67%,0.5,17,3,UFC Fight Night: Dos Anjos vs. Edwards Leon Edwards
0.23194927998585554,102_left,110_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Elizabeth Marie Carmouche,35,Flyweight,125.0 lbs,"5'6"" (168cm)","66.0"" (168cm)",United States,2 Wins,10,2010-03-13,"February 23, 2019","San Diego, California",13,6,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Elizabeth Marie Carmouche,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Women's Flyweight,Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,"Feb 19, 1984",3.09,56%,2.63,61%,2.95,55%,67%,0.4,13,6,UFC Fight Night: Dos Anjos vs. Edwards Liz Carmouche
0.6628487027921405,103_left,111_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Roxanne Modafferi,36,Flyweight,125.0 lbs,"5'6"" (168cm)","69.0"" (175cm)","Wilmington, Delaware, United States",1 Win,6,2003-11-10,"April 20, 2019","Las Vegas, Nevada",23,15,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Roxanne Modafferi,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Women's Flyweight,Roxanne Modafferi,"5' 7""",125 lbs.,"69""",,"Sep 24, 1982",3.52,31%,5.28,54%,1.75,23%,41%,0.2,23,16,UFC Fight Night: Dos Anjos vs. Edwards Roxanne Modafferi
0.031471505536174844,104_left,103_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Алексей Олейник,41,Heavyweight,237.0 lbs,"6'1"" (186cm)","80.0"" (203cm)","Kharkiv, Ukraine",1 Loss,10,1996-11-10,"April 20, 2019","Moscow, Russia",57,12,1,0,UFC on ESPN 4: Dos Anjos vs. Edwards Алексей Олейник,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",7.41,55%,2.91,42%,0.99,100%,57%,0.0,5,1,UFC Fight Night: Dos Anjos vs. Edwards Juan Adams
0.12618612339411633,105_left,105_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Walter Jermaine Harris,36,Heavyweight,258.0 lbs,"6'4"" (194cm)","81.0"" (206cm)","Homewood, Alabama",2 Wins,13,2009-01-09,"May 04, 2019","Homewood, Alabama",16,8,0,1,UFC on ESPN 4: Dos Anjos vs. Edwards Walter Jermaine Harris,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Walt Harris,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",2.92,37%,2.67,61%,0.35,33%,76%,0.2,12,7,UFC Fight Night: Dos Anjos vs. Edwards Walt Harris
0.652814369603341,106_left,106_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Raquel Pennington,30,Bantamweight,138.0 lbs,"5'7"" (170cm)","67.5"" (171cm)",United States,2 Losses,11,2009-02-21,"November 10, 2018","Colorado Springs, Colorado",16,8,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Raquel Pennington,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Women's Bantamweight,Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",3.42,47%,3.31,62%,1.16,28%,64%,0.9,9,8,UFC Fight Night: Dos Anjos vs. Edwards Raquel Pennington
0.652814369603341,107_left,107_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Irene Aldana,31,Bantamweight,135.5 lbs,"5'9"" (175cm)","68.5"" (174cm)","Culiacan, Sinaloa, Mexico",3 Wins,6,2012-10-17,"May 11, 2019","Guadalajara, Jalisco, Mexico",10,4,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Irene Aldana,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Women's Bantamweight,Irene Aldana,"5' 9""",135 lbs.,"68""",Orthodox,"Mar 26, 1988",6.32,41%,6.89,60%,0.41,50%,95%,0.2,10,4,UFC Fight Night: Dos Anjos vs. Edwards Irene Aldana
0.5325587217137329,108_left,118_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Andrei Valeryevich Arlovski,40,Heavyweight,247.0 lbs,"6'3"" (191cm)","77.0"" (196cm)",Belarus,3 Losses,30,1999-04-09,"April 27, 2019","Chicago, Illinois",27,18,0,2,UFC on ESPN 4: Dos Anjos vs. Edwards Andrei Valeryevich Arlovski,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Andrei Arlovski,"6' 3""",240 lbs.,"77""",Orthodox,"Feb 04, 1979",3.21,42%,2.58,59%,0.55,36%,79%,0.3,27,18,UFC Fight Night: Dos Anjos vs. Edwards Andrei Arlovski
0.7426734843710914,109_left,119_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Ben Rothwell,37,Heavyweight,264.5 lbs,"6'4"" (194cm)","80.0"" (203cm)","Kenosha, Wisconsin, United States",2 Losses,12,1999-06-25,"March 09, 2019","Milwaukee, Wisconsin",40,11,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Ben Rothwell,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Ben Rothwell,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.06,42%,4.0,48%,0.76,36%,69%,0.4,36,11,UFC Fight Night: Dos Anjos vs. Edwards Ben Rothwell
0.1362204565829157,110_left,102_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Gregory Hardy Jr.,30,Heavyweight,264.5 lbs,"6'5"" (196cm)","80.5"" (204cm)",United States,1 Win,3,2017-11-04,"April 27, 2019","Florida, United States",7,1,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Gregory Hardy Jr.,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Greg Hardy,"6' 5""",265 lbs.,"80""",Orthodox,"Jul 28, 1988",5.75,49%,1.74,64%,0.0,0%,80%,0.0,4,1,UFC Fight Night: Dos Anjos vs. Edwards Greg Hardy
0.5355059921579876,111_left,103_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Juan Alejandro Arciniega-Adams,27,Heavyweight,266.0 lbs,"6'5"" (196cm)","81.0"" (206cm)",United States,1 Loss,3,2016-09-10,"May 04, 2019","Houston, Texas",9,1,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Juan Alejandro Arciniega-Adams,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",7.41,55%,2.91,42%,0.99,100%,57%,0.0,5,1,UFC Fight Night: Dos Anjos vs. Edwards Juan Adams
0.6583905446830709,112_left,120_right,UFC on ESPN 4: Dos Anjos vs. Edwards,James William Vick,32,Lightweight,156.0 lbs,"6'3"" (190cm)","76.0"" (193cm)",United States,2 Losses,13,2009-04-02,"February 17, 2019","Mineral Wells, Texas",17,4,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards James William Vick,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Lightweight,James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",4.14,39%,3.14,61%,0.27,33%,56%,0.7,13,3,UFC Fight Night: Dos Anjos vs. Edwards James Vick
0.25730439791738885,113_left,121_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Daniel Hooker,29,Lightweight,156.0 lbs,"6'0"" (183cm)","75.5"" (192cm)","Auckland, New Zealand",1 Loss,12,2009-03-07,"December 15, 2018","Auckland, New Zealand",18,8,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Daniel Hooker,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Lightweight,Dan Hooker,"6' 0""",155 lbs.,"75""",Switch,"Feb 13, 1990",4.35,43%,5.13,54%,0.47,37%,77%,0.5,18,8,UFC Fight Night: Dos Anjos vs. Edwards Dan Hooker
0.031471505536174844,114_left,103_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Francisco Trinaldo,40,Lightweight,155.0 lbs,"5'9"" (175cm)","70.0"" (178cm)","Amarante, Piauí, Brazil",1 Win,19,2006-05-13,"September 22, 2018","Brasilia, Federal District, Brazil",23,6,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Francisco Trinaldo,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",7.41,55%,2.91,42%,0.99,100%,57%,0.0,5,1,UFC Fight Night: Dos Anjos vs. Edwards Juan Adams
0.031471505536174844,115_left,103_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Alexander Hernandez,26,Lightweight,155.4 lbs,"5'9"" (175cm)","72.0"" (183cm)",United States,1 Loss,4,2012-04-06,"January 19, 2019","San Antonio, Texas",13,2,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Alexander Hernandez,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Heavyweight,Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992",7.41,55%,2.91,42%,0.99,100%,57%,0.0,5,1,UFC Fight Night: Dos Anjos vs. Edwards Juan Adams
0.23640743809492504,116_left,112_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Domingo Pilarte,29,Bantamweight,135.5 lbs,"6'0"" (183cm)","74.0"" (188cm)",United States,5 Wins,1,2008-04-05,"July 17, 2018","Houston, Texas",9,1,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Domingo Pilarte,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Bantamweight,Dom Pilarte,"6' 0""",135 lbs.,"74""",Southpaw,"Jan 05, 1990",4.95,50%,7.86,41%,2.18,50%,0%,2.2,8,1,UFC Fight Night: Dos Anjos vs. Edwards Dom Pilarte
0.6628487027921405,117_left,113_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Felipe Dias Colares,25,Featherweight,145.0 lbs,"5'9"" (175cm)","69.5"" (177cm)","Macapa, Amapa, Brazil",1 Loss,2,2013-07-20,"February 02, 2019","Macapa, Amapa, Brazil",8,1,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Felipe Dias Colares,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Bantamweight,Felipe Colares,"5' 9""",135 lbs.,"69""",Orthodox,"Mar 31, 1994",1.4,41%,3.27,35%,3.0,37%,33%,0.0,8,1,UFC Fight Night: Dos Anjos vs. Edwards Felipe Colares
0.652814369603341,118_left,116_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Alex Caceres,30,Featherweight,146.0 lbs,"5'10"" (178cm)","73.5"" (187cm)","Miami, Florida, United States",1 Loss,21,2008-11-06,"February 17, 2019","Miami, Florida",14,12,0,1,UFC on ESPN 4: Dos Anjos vs. Edwards Alex Caceres,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Featherweight,Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,"Jun 20, 1988",3.84,49%,2.76,64%,0.56,75%,59%,0.8,14,12,UFC Fight Night: Dos Anjos vs. Edwards Alex Caceres
0.6628487027921405,119_left,117_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Steven Peterson,29,Featherweight,146.0 lbs,"5'9"" (176cm)","70.0"" (178cm)","Rodondo Beach, California, United States",1 Loss,4,2010-08-04,"March 23, 2019","McKinney, Texas",17,8,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Steven Peterson,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Featherweight,Steven Peterson,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990",4.38,34%,5.0,56%,2.25,25%,85%,0.5,17,8,UFC Fight Night: Dos Anjos vs. Edwards Steven Peterson
0.652814369603341,120_left,114_right,UFC on ESPN 4: Dos Anjos vs. Edwards,Mario Bautista,25,Bantamweight,135.2 lbs,"5'9"" (175cm)","69.0"" (175cm)",United States,1 Loss,2,2012-08-31,"January 19, 2019","Glandale, Arizona",10,2,0,0,UFC on ESPN 4: Dos Anjos vs. Edwards Mario Bautista,UFC Fight Night: Dos Anjos vs. Edwards,"July 20, 2019","San Antonio, Texas, USA",Bantamweight,Mario Bautista,"5' 9""",135 lbs.,"72""",Switch,"Jul 01, 1993",2.56,30%,4.83,68%,4.27,100%,50%,0.0,6,1,UFC Fight Night: Dos Anjos vs. Edwards Mario Bautista
